tdate,dis_name,positive_cases
2020-05-16,Rangpur,54
2020-05-16,Thakurgaon,6
2020-05-16,Habiganj,10
2020-05-16,Maulvibazar,2
2020-05-16,Sunamganj,3
2020-05-16,Sylhet,24
2020-05-15,Barguna,5
2020-05-15,Barisal,3
2020-05-15,Jhalokati,2
2020-05-15,Pirojpur,5
2020-05-15,Brahamanbaria,8
2020-05-15,Chandpur,7
2020-05-15,Chittagong,46
2020-05-15,Comilla,49
2020-05-15,Cox's Bazar,28
2020-05-15,Feni,2
2020-05-15,Lakshmipur,7
2020-05-15,Noakhali,26
2020-05-15,Dhaka,438
2020-05-15,Faridpur,9
2020-05-15,Gazipur,16
2020-05-15,Gopalganj,8
2020-05-15,Kishoreganj,7
2020-05-15,Madaripur,6
2020-05-15,Manikganj,4
2020-05-15,Munshiganj,13
2020-05-15,Narayanganj,47
2020-05-15,Narsingdi,4
2020-05-15,Rajbari,2
2020-05-15,Shariatpur,7
2020-05-15,Tangail,4
2020-05-15,Bagerhat,1
2020-05-15,Chuadanga,26
2020-05-15,Jessore,16
2020-05-15,Jhenaidah,2
2020-05-15,Khulna,9
2020-05-15,Kushtia,1
2020-05-15,Magura,2
2020-05-15,Meherpur,1
2020-05-15,Narail,1
2020-05-15,Satkhira,1
2020-05-15,Jamalpur,9
2020-05-15,Mymensingh,18
2020-05-15,Netrakona,7
2020-05-15,Sherpur,1
2020-05-15,Joypurhat,2
2020-05-15,Naogaon,8
2020-05-15,Natore,1
2020-05-15,Nawabganj,1
2020-05-15,Pabna,1
2020-05-15,Rajshahi,5
2020-05-15,Sirajganj,4
2020-05-15,Dinajpur,8
2020-05-15,Gaibandha,2
2020-05-15,Kurigram,4
2020-05-15,Lalmonirhat,4
2020-05-15,Nilphamari,2
2020-05-15,Panchagarh,6
2020-05-15,Rangpur,13
2020-05-15,Thakurgaon,6
2020-05-15,Habiganj,2
2020-05-15,Maulvibazar,1
2020-05-15,Sunamganj,1
2020-05-15,Sylhet,20
2020-05-14,Barisal,12
2020-05-14,Bhola,2
2020-05-14,Jhalokati,1
2020-05-14,Patuakhali,3
2020-05-14,Pirojpur,3
2020-05-14,Bandarban,1
2020-05-14,Brahamanbaria,1
2020-05-14,Chandpur,7
2020-05-14,Chittagong,82
2020-05-14,Comilla,3
2020-05-14,Cox's Bazar,19
2020-05-14,Feni,6
2020-05-14,Khagrachhari,1
2020-05-14,Lakshmipur,13
2020-05-14,Noakhali,24
2020-05-14,Rangamati,13
2020-05-14,Dhaka,246
2020-05-14,Faridpur,4
2020-05-14,Gazipur,6
2020-05-14,Kishoreganj,4
2020-05-14,Madaripur,3
2020-05-14,Manikganj,5
2020-05-14,Munshiganj,1
2020-05-14,Narayanganj,38
2020-05-14,Narsingdi,5
2020-05-14,Rajbari,1
2020-05-14,Shariatpur,2
2020-05-14,Tangail,10
2020-05-14,Bagerhat,2
2020-05-14,Chuadanga,9
2020-05-14,Jessore,4
2020-05-14,Magura,1
2020-05-14,Narail,1
2020-05-14,Satkhira,1
2020-05-14,Jamalpur,2
2020-05-14,Mymensingh,20
2020-05-14,Netrakona,6
2020-05-14,Sherpur,1
2020-05-14,Bogra,4
2020-05-14,Nawabganj,1
2020-05-14,Pabna,1
2020-05-14,Rajshahi,1
2020-05-14,Sirajganj,1
2020-05-14,Dinajpur,7
2020-05-14,Gaibandha,2
2020-05-14,Kurigram,5
2020-05-14,Lalmonirhat,1
2020-05-14,Nilphamari,1
2020-05-14,Panchagarh,5
2020-05-14,Rangpur,6
2020-05-14,Habiganj,1
2020-05-14,Maulvibazar,1
2020-05-14,Sylhet,2
2020-05-13, ,2
2020-05-13,Barguna,2
2020-05-13,Barisal,3
2020-05-13,Bhola,2
2020-05-13,Jhalokati,1
2020-05-13,Patuakhali,1
2020-05-13,Pirojpur,3
2020-05-13,Bandarban,2
2020-05-13,Brahamanbaria,3
2020-05-13,Chandpur,13
2020-05-13,Chittagong,74
2020-05-13,Comilla,32
2020-05-13,Cox's Bazar,15
2020-05-13,Feni,2
2020-05-13,Khagrachhari,3
2020-05-13,Lakshmipur,6
2020-05-13,Noakhali,11
2020-05-13,Rangamati,5
2020-05-13,Dhaka,419
2020-05-13,Faridpur,10
2020-05-13,Gazipur,96
2020-05-13,Gopalganj,7
2020-05-13,Kishoreganj,14
2020-05-13,Madaripur,8
2020-05-13,Manikganj,3
2020-05-13,Munshiganj,63
2020-05-13,Narayanganj,60
2020-05-13,Narsingdi,7
2020-05-13,Shariatpur,11
2020-05-13,Tangail,9
2020-05-13,Chuadanga,8
2020-05-13,Jessore,7
2020-05-13,Jhenaidah,3
2020-05-13,Khulna,2
2020-05-13,Kushtia,1
2020-05-13,Magura,3
2020-05-13,Narail,1
2020-05-13,Satkhira,5
2020-05-13,Jamalpur,4
2020-05-13,Mymensingh,6
2020-05-13,Netrakona,2
2020-05-13,Sherpur,1
2020-05-13,Bogra,12
2020-05-13,Joypurhat,3
2020-05-13,Natore,2
2020-05-13,Nawabganj,2
2020-05-13,Pabna,1
2020-05-13,Rajshahi,1
2020-05-13,Sirajganj,3
2020-05-13,Dinajpur,3
2020-05-13,Gaibandha,1
2020-05-13,Kurigram,1
2020-05-13,Lalmonirhat,1
2020-05-13,Nilphamari,1
2020-05-13,Rangpur,7
2020-05-13,Thakurgaon,2
2020-05-13,Habiganj,13
2020-05-13,Maulvibazar,8
2020-05-13,Sunamganj,1
2020-05-13,Sylhet,11
2020-05-12, ,1
2020-05-12,Barguna,2
2020-05-12,Barisal,10
2020-05-12,Jhalokati,4
2020-05-12,Patuakhali,1
2020-05-12,Pirojpur,10
2020-05-12,Bandarban,1
2020-05-12,Brahamanbaria,1
2020-05-12,Chandpur,2
2020-05-12,Chittagong,41
2020-05-12,Comilla,16
2020-05-12,Cox's Bazar,17
2020-05-12,Feni,7
2020-05-12,Khagrachhari,2
2020-05-12,Lakshmipur,15
2020-05-12,Noakhali,11
2020-05-12,Dhaka,279
2020-05-12,Faridpur,3
2020-05-12,Gazipur,10
2020-05-12,Gopalganj,7
2020-05-12,Kishoreganj,5
2020-05-12,Munshiganj,8
2020-05-12,Narayanganj,48
2020-05-12,Narsingdi,1
2020-05-12,Shariatpur,1
2020-05-12,Tangail,4
2020-05-12,Bagerhat,1
2020-05-12,Chuadanga,5
2020-05-12,Jessore,9
2020-05-12,Jhenaidah,6
2020-05-12,Khulna,1
2020-05-12,Kushtia,2
2020-05-12,Magura,8
2020-05-12,Narail,1
2020-05-12,Satkhira,3
2020-05-12,Jamalpur,2
2020-05-12,Mymensingh,6
2020-05-12,Netrakona,8
2020-05-12,Bogra,2
2020-05-12,Joypurhat,10
2020-05-12,Naogaon,1
2020-05-12,Natore,2
2020-05-12,Nawabganj,2
2020-05-12,Pabna,1
2020-05-12,Sirajganj,2
2020-05-12,Dinajpur,5
2020-05-12,Gaibandha,1
2020-05-12,Kurigram,2
2020-05-12,Lalmonirhat,2
2020-05-12,Nilphamari,1
2020-05-12,Panchagarh,1
2020-05-12,Rangpur,9
2020-05-12,Thakurgaon,1
2020-05-12,Habiganj,14
2020-05-12,Maulvibazar,1
2020-05-12,Sunamganj,3
2020-05-12,Sylhet,5
2020-05-11,Barguna,2
2020-05-11,Barisal,11
2020-05-11,Bhola,4
2020-05-11,Jhalokati,2
2020-05-11,Patuakhali,2
2020-05-11,Pirojpur,2
2020-05-11,Bandarban,1
2020-05-11,Brahamanbaria,5
2020-05-11,Chittagong,28
2020-05-11,Comilla,9
2020-05-11,Cox's Bazar,18
2020-05-11,Feni,2
2020-05-11,Lakshmipur,1
2020-05-11,Noakhali,13
2020-05-11,Dhaka,510
2020-05-11,Faridpur,5
2020-05-11,Gazipur,17
2020-05-11,Gopalganj,4
2020-05-11,Kishoreganj,9
2020-05-11,Madaripur,5
2020-05-11,Manikganj,1
2020-05-11,Munshiganj,114
2020-05-11,Narayanganj,48
2020-05-11,Narsingdi,5
2020-05-11,Rajbari,2
2020-05-11,Shariatpur,12
2020-05-11,Tangail,8
2020-05-11,Bagerhat,2
2020-05-11,Chuadanga,7
2020-05-11,Jessore,9
2020-05-11,Jhenaidah,5
2020-05-11,Khulna,4
2020-05-11,Kushtia,2
2020-05-11,Magura,6
2020-05-11,Narail,2
2020-05-11,Satkhira,1
2020-05-11,Jamalpur,3
2020-05-11,Mymensingh,13
2020-05-11,Netrakona,2
2020-05-11,Sherpur,3
2020-05-11,Joypurhat,7
2020-05-11,Naogaon,1
2020-05-11,Nawabganj,1
2020-05-11,Pabna,4
2020-05-11,Rajshahi,1
2020-05-11,Sirajganj,2
2020-05-11,Dinajpur,4
2020-05-11,Gaibandha,1
2020-05-11,Kurigram,2
2020-05-11,Nilphamari,2
2020-05-11,Panchagarh,1
2020-05-11,Rangpur,6
2020-05-11,Thakurgaon,2
2020-05-11,Habiganj,3
2020-05-11,Maulvibazar,6
2020-05-11,Sunamganj,2
2020-05-11,Sylhet,3
2020-05-10,Barguna,4
2020-05-10,Barisal,5
2020-05-10,Jhalokati,1
2020-05-10,Pirojpur,2
2020-05-10,Brahamanbaria,1
2020-05-10,Chittagong,11
2020-05-10,Comilla,4
2020-05-10,Cox's Bazar,6
2020-05-10,Noakhali,7
2020-05-10,Dhaka,146
2020-05-10,Gazipur,4
2020-05-10,Kishoreganj,2
2020-05-10,Madaripur,3
2020-05-10,Manikganj,2
2020-05-10,Munshiganj,6
2020-05-10,Narayanganj,5
2020-05-10,Narsingdi,2
2020-05-10,Rajbari,1
2020-05-10,Shariatpur,1
2020-05-10,Tangail,2
2020-05-10,Khulna,1
2020-05-10,Kushtia,3
2020-05-10,Jamalpur,4
2020-05-10,Mymensingh,10
2020-05-10,Sherpur,5
2020-05-10,Bogra,1
2020-05-10,Naogaon,2
2020-05-10,Pabna,3
2020-05-10,Sirajganj,2
2020-05-10,Dinajpur,3
2020-05-10,Kurigram,1
2020-05-10,Nilphamari,3
2020-05-10,Panchagarh,3
2020-05-10,Rangpur,5
2020-05-10,Sylhet,2
2020-05-09,Barisal,1
2020-05-09,Jhalokati,1
2020-05-09,Patuakhali,3
2020-05-09,Pirojpur,5
2020-05-09,Bandarban,1
2020-05-09,Chandpur,9
2020-05-09,Chittagong,38
2020-05-09,Comilla,19
2020-05-09,Cox's Bazar,3
2020-05-09,Lakshmipur,9
2020-05-09,Dhaka,245
2020-05-09,Faridpur,4
2020-05-09,Gazipur,4
2020-05-09,Gopalganj,6
2020-05-09,Madaripur,1
2020-05-09,Munshiganj,1
2020-05-09,Narayanganj,38
2020-05-09,Narsingdi,1
2020-05-09,Rajbari,1
2020-05-09,Shariatpur,8
2020-05-09,Tangail,2
2020-05-09,Jessore,2
2020-05-09,Jhenaidah,2
2020-05-09,Khulna,4
2020-05-09,Magura,1
2020-05-09,Jamalpur,2
2020-05-09,Mymensingh,9
2020-05-09,Netrakona,5
2020-05-09,Bogra,2
2020-05-09,Naogaon,2
2020-05-09,Natore,2
2020-05-09,Nawabganj,1
2020-05-09,Pabna,3
2020-05-09,Rajshahi,1
2020-05-09,Sirajganj,2
2020-05-09,Dinajpur,4
2020-05-09,Kurigram,2
2020-05-09,Lalmonirhat,2
2020-05-09,Nilphamari,5
2020-05-09,Rangpur,24
2020-05-09,Thakurgaon,1
2020-05-09,Habiganj,1
2020-05-09,Maulvibazar,5
2020-05-09,Sunamganj,2
2020-05-09,Sylhet,7
2020-05-08,Barguna,1
2020-05-08,Barisal,2
2020-05-08,Jhalokati,1
2020-05-08,Patuakhali,1
2020-05-08,Pirojpur,1
2020-05-08,Brahamanbaria,2
2020-05-08,Chandpur,4
2020-05-08,Chittagong,53
2020-05-08,Comilla,15
2020-05-08,Cox's Bazar,17
2020-05-08,Lakshmipur,1
2020-05-08,Noakhali,2
2020-05-08,Dhaka,226
2020-05-08,Faridpur,1
2020-05-08,Gazipur,2
2020-05-08,Kishoreganj,1
2020-05-08,Madaripur,8
2020-05-08,Munshiganj,17
2020-05-08,Narayanganj,45
2020-05-08,Narsingdi,2
2020-05-08,Rajbari,1
2020-05-08,Shariatpur,5
2020-05-08,Tangail,5
2020-05-08,Bagerhat,4
2020-05-08,Chuadanga,5
2020-05-08,Jessore,2
2020-05-08,Jhenaidah,1
2020-05-08,Khulna,2
2020-05-08,Magura,5
2020-05-08,Meherpur,2
2020-05-08,Jamalpur,3
2020-05-08,Mymensingh,3
2020-05-08,Sherpur,3
2020-05-08,Bogra,4
2020-05-08,Joypurhat,1
2020-05-08,Naogaon,1
2020-05-08,Natore,2
2020-05-08,Nawabganj,1
2020-05-08,Pabna,1
2020-05-08,Dinajpur,3
2020-05-08,Kurigram,8
2020-05-08,Lalmonirhat,9
2020-05-08,Nilphamari,5
2020-05-08,Panchagarh,1
2020-05-08,Rangpur,1
2020-05-08,Thakurgaon,2
2020-05-08,Maulvibazar,2
2020-05-08,Sunamganj,1
2020-05-08,Sylhet,1
2020-05-07,Barguna,2
2020-05-07,Barisal,7
2020-05-07,Bhola,3
2020-05-07,Jhalokati,3
2020-05-07,Pirojpur,1
2020-05-07,Brahamanbaria,2
2020-05-07,Chandpur,8
2020-05-07,Chittagong,20
2020-05-07,Comilla,7
2020-05-07,Cox's Bazar,1
2020-05-07,Feni,2
2020-05-07,Lakshmipur,2
2020-05-07,Noakhali,2
2020-05-07,Dhaka,207
2020-05-07,Faridpur,1
2020-05-07,Gazipur,4
2020-05-07,Gopalganj,3
2020-05-07,Kishoreganj,1
2020-05-07,Madaripur,1
2020-05-07,Manikganj,1
2020-05-07,Munshiganj,11
2020-05-07,Narayanganj,33
2020-05-07,Narsingdi,6
2020-05-07,Shariatpur,2
2020-05-07,Tangail,1
2020-05-07,Bagerhat,1
2020-05-07,Chuadanga,2
2020-05-07,Jhenaidah,1
2020-05-07,Kushtia,1
2020-05-07,Magura,1
2020-05-07,Jamalpur,11
2020-05-07,Mymensingh,4
2020-05-07,Sherpur,2
2020-05-07,Bogra,2
2020-05-07,Joypurhat,1
2020-05-07,Naogaon,1
2020-05-07,Natore,1
2020-05-07,Nawabganj,5
2020-05-07,Sirajganj,2
2020-05-07,Dinajpur,4
2020-05-07,Gaibandha,2
2020-05-07,Panchagarh,1
2020-05-07,Maulvibazar,6
2020-05-07,Sunamganj,1
2020-05-06,Barguna,1
2020-05-06,Barisal,3
2020-05-06,Bhola,7
2020-05-06,Jhalokati,2
2020-05-06,Patuakhali,1
2020-05-06,Pirojpur,1
2020-05-06,Brahamanbaria,3
2020-05-06,Chandpur,2
2020-05-06,Chittagong,22
2020-05-06,Comilla,9
2020-05-06,Cox's Bazar,8
2020-05-06,Feni,2
2020-05-06,Lakshmipur,2
2020-05-06,Noakhali,5
2020-05-06,Rangamati,3
2020-05-06,Dhaka,362
2020-05-06,Faridpur,2
2020-05-06,Gazipur,7
2020-05-06,Gopalganj,3
2020-05-06,Kishoreganj,2
2020-05-06,Madaripur,1
2020-05-06,Manikganj,2
2020-05-06,Munshiganj,8
2020-05-06,Narayanganj,25
2020-05-06,Narsingdi,2
2020-05-06,Rajbari,2
2020-05-06,Shariatpur,11
2020-05-06,Tangail,1
2020-05-06,Bagerhat,1
2020-05-06,Chuadanga,5
2020-05-06,Jessore,3
2020-05-06,Jhenaidah,6
2020-05-06,Khulna,2
2020-05-06,Kushtia,3
2020-05-06,Magura,1
2020-05-06,Satkhira,2
2020-05-06,Jamalpur,6
2020-05-06,Mymensingh,29
2020-05-06,Netrakona,8
2020-05-06,Sherpur,4
2020-05-06,Bogra,5
2020-05-06,Joypurhat,3
2020-05-06,Natore,4
2020-05-06,Pabna,1
2020-05-06,Rajshahi,1
2020-05-06,Sirajganj,4
2020-05-06,Dinajpur,6
2020-05-06,Nilphamari,5
2020-05-06,Rangpur,13
2020-05-06,Thakurgaon,1
2020-05-06,Habiganj,3
2020-05-06,Maulvibazar,5
2020-05-06,Sunamganj,1
2020-05-06,Sylhet,4
2020-05-05, ,1
2020-05-05,Barguna,3
2020-05-05,Barisal,2
2020-05-05,Jhalokati,1
2020-05-05,Patuakhali,2
2020-05-05,Pirojpur,1
2020-05-05,Chandpur,14
2020-05-05,Chittagong,12
2020-05-05,Comilla,11
2020-05-05,Feni,1
2020-05-05,Lakshmipur,2
2020-05-05,Noakhali,3
2020-05-05,Dhaka,294
2020-05-05,Faridpur,3
2020-05-05,Gazipur,6
2020-05-05,Kishoreganj,1
2020-05-05,Madaripur,1
2020-05-05,Manikganj,1
2020-05-05,Munshiganj,26
2020-05-05,Narayanganj,6
2020-05-05,Narsingdi,3
2020-05-05,Rajbari,3
2020-05-05,Shariatpur,4
2020-05-05,Tangail,1
2020-05-05,Jessore,8
2020-05-05,Khulna,1
2020-05-05,Kushtia,1
2020-05-05,Magura,1
2020-05-05,Narail,1
2020-05-05,Satkhira,1
2020-05-05,Jamalpur,1
2020-05-05,Mymensingh,2
2020-05-05,Netrakona,1
2020-05-05,Bogra,2
2020-05-05,Joypurhat,1
2020-05-05,Naogaon,1
2020-05-05,Pabna,3
2020-05-05,Rajshahi,2
2020-05-05,Sirajganj,2
2020-05-05,Dinajpur,3
2020-05-05,Kurigram,3
2020-05-05,Lalmonirhat,2
2020-05-05,Nilphamari,1
2020-05-05,Rangpur,14
2020-05-05,Maulvibazar,2
2020-05-05,Sunamganj,2
2020-05-04,Barguna,3
2020-05-04,Barisal,4
2020-05-04,Bhola,1
2020-05-04,Patuakhali,4
2020-05-04,Pirojpur,1
2020-05-04,Bandarban,1
2020-05-04,Brahamanbaria,13
2020-05-04,Chandpur,4
2020-05-04,Chittagong,13
2020-05-04,Comilla,4
2020-05-04,Cox's Bazar,5
2020-05-04,Lakshmipur,1
2020-05-04,Noakhali,2
2020-05-04,Dhaka,269
2020-05-04,Faridpur,1
2020-05-04,Gazipur,5
2020-05-04,Kishoreganj,2
2020-05-04,Madaripur,2
2020-05-04,Manikganj,1
2020-05-04,Munshiganj,1
2020-05-04,Narayanganj,20
2020-05-04,Narsingdi,2
2020-05-04,Rajbari,1
2020-05-04,Shariatpur,2
2020-05-04,Tangail,5
2020-05-04,Bagerhat,2
2020-05-04,Jessore,6
2020-05-04,Jhenaidah,7
2020-05-04,Kushtia,1
2020-05-04,Magura,1
2020-05-04,Meherpur,1
2020-05-04,Jamalpur,2
2020-05-04,Mymensingh,9
2020-05-04,Netrakona,7
2020-05-04,Sherpur,1
2020-05-04,Bogra,2
2020-05-04,Joypurhat,1
2020-05-04,Naogaon,1
2020-05-04,Natore,1
2020-05-04,Pabna,2
2020-05-04,Rajshahi,4
2020-05-04,Sirajganj,3
2020-05-04,Dinajpur,2
2020-05-04,Gaibandha,1
2020-05-04,Kurigram,1
2020-05-04,Nilphamari,2
2020-05-04,Rangpur,10
2020-05-04,Habiganj,8
2020-05-04,Maulvibazar,4
2020-05-04,Sunamganj,11
2020-05-04,Sylhet,30
2020-05-03,Barguna,3
2020-05-03,Barisal,4
2020-05-03,Bhola,1
2020-05-03,Jhalokati,3
2020-05-03,Pirojpur,7
2020-05-03,Brahamanbaria,4
2020-05-03,Chandpur,4
2020-05-03,Chittagong,11
2020-05-03,Comilla,1
2020-05-03,Cox's Bazar,1
2020-05-03,Feni,3
2020-05-03,Lakshmipur,5
2020-05-03,Noakhali,8
2020-05-03,Dhaka,293
2020-05-03,Faridpur,2
2020-05-03,Gazipur,3
2020-05-03,Gopalganj,1
2020-05-03,Kishoreganj,6
2020-05-03,Munshiganj,4
2020-05-03,Narayanganj,31
2020-05-03,Narsingdi,4
2020-05-03,Shariatpur,1
2020-05-03,Tangail,2
2020-05-03,Jessore,1
2020-05-03,Khulna,5
2020-05-03,Jamalpur,5
2020-05-03,Mymensingh,6
2020-05-03,Netrakona,10
2020-05-03,Sherpur,1
2020-05-03,Rajshahi,1
2020-05-03,Sirajganj,1
2020-05-03,Dinajpur,1
2020-05-03,Gaibandha,1
2020-05-03,Kurigram,3
2020-05-03,Nilphamari,1
2020-05-03,Rangpur,5
2020-05-03,Thakurgaon,3
2020-05-03,Sunamganj,1
2020-05-03,Sylhet,1
2020-05-02,Chittagong,3
2020-05-02,Comilla,5
2020-05-02,Lakshmipur,1
2020-05-02,Dhaka,117
2020-05-02,Faridpur,1
2020-05-02,Gazipur,2
2020-05-02,Kishoreganj,4
2020-05-02,Madaripur,7
2020-05-02,Munshiganj,10
2020-05-02,Narayanganj,23
2020-05-02,Narsingdi,1
2020-05-02,Shariatpur,5
2020-05-02,Tangail,1
2020-05-02,Bagerhat,1
2020-05-02,Jhenaidah,1
2020-05-02,Rajshahi,1
2020-05-02,Dinajpur,6
2020-05-02,Gaibandha,3
2020-05-02,Kurigram,5
2020-05-02,Nilphamari,6
2020-05-02,Rangpur,5
2020-05-02,Thakurgaon,3
2020-05-02,Habiganj,9
2020-05-02,Maulvibazar,3
2020-05-02,Sunamganj,3
2020-05-02,Sylhet,2
2020-05-01,Barisal,1
2020-05-01,Bhola,1
2020-05-01,Patuakhali,2
2020-05-01,Pirojpur,1
2020-05-01,Bandarban,1
2020-05-01,Brahamanbaria,7
2020-05-01,Chandpur,5
2020-05-01,Chittagong,2
2020-05-01,Comilla,9
2020-05-01,Cox's Bazar,17
2020-05-01,Khagrachhari,1
2020-05-01,Lakshmipur,6
2020-05-01,Noakhali,3
2020-05-01,Dhaka,316
2020-05-01,Faridpur,1
2020-05-01,Gazipur,4
2020-05-01,Gopalganj,3
2020-05-01,Kishoreganj,3
2020-05-01,Madaripur,1
2020-05-01,Manikganj,3
2020-05-01,Munshiganj,3
2020-05-01,Narayanganj,22
2020-05-01,Narsingdi,1
2020-05-01,Rajbari,1
2020-05-01,Tangail,3
2020-05-01,Jhenaidah,2
2020-05-01,Khulna,1
2020-05-01,Kushtia,1
2020-05-01,Magura,1
2020-05-01,Narail,1
2020-05-01,Satkhira,2
2020-05-01,Jamalpur,7
2020-05-01,Mymensingh,3
2020-05-01,Netrakona,2
2020-05-01,Sherpur,1
2020-05-01,Bogra,5
2020-05-01,Joypurhat,3
2020-05-01,Naogaon,1
2020-05-01,Nawabganj,2
2020-05-01,Pabna,3
2020-05-01,Sirajganj,3
2020-05-01,Dinajpur,2
2020-05-01,Kurigram,1
2020-05-01,Nilphamari,1
2020-05-01,Panchagarh,1
2020-05-01,Rangpur,7
2020-05-01,Thakurgaon,2
2020-05-01,Habiganj,6
2020-05-01,Maulvibazar,1
2020-05-01,Sunamganj,4
2020-05-01,Sylhet,3
2020-04-30,Barisal,1
2020-04-30,Bhola,1
2020-04-30,Patuakhali,5
2020-04-30,Pirojpur,2
2020-04-30,Brahamanbaria,6
2020-04-30,Chandpur,6
2020-04-30,Chittagong,4
2020-04-30,Comilla,11
2020-04-30,Cox's Bazar,3
2020-04-30,Feni,1
